window,count,mean,std,min,max,median,positive_percent
pre_event,102,-0.003004169701278201,0.018977773830230187,-0.036899447493733,0.04852745951235526,-0.0030814567534562954,44.11764705882353
event_day,102,-0.000799478404752085,0.01335292735397037,-0.03186974728534122,0.027990184521224905,0.0016363664110191655,52.94117647058824
post_event,102,0.004288114991475991,0.015823930250131228,-0.03330522813660389,0.05185660771451777,0.0015090427373499532,62.745098039215684
full_window,102,0.0004844668854457024,0.027608821755135116,-0.051206970910020855,0.05725947869647575,0.0009013520479876627,50.98039215686274
