Date,Company,Symbol,Exchange,Close,Daily_Simple_Return,Daily_Log_Return,Volatility_20d,Volume
2015-01-02 00:00:00+05:30,Biocon,BIOCON.NS,NSE,68.85527801513672,0.008704816166460683,0.008667147694458168,,3961962
2015-01-02 00:00:00+05:30,Dr. Reddy's,DRREDDY.NS,NSE,625.34716796875,0.0033951554301137055,0.0033894049021978303,,430070
2015-01-02 00:00:00+05:30,Sun Pharma,SUNPHARMA.NS,NSE,761.563232421875,0.004925543408883293,0.004913452606208813,,710310
2015-01-05 00:00:00+05:30,Biocon,BIOCON.NS,NSE,68.9516372680664,0.0013994461384427836,0.001398467826319301,,1729986
2015-01-05 00:00:00+05:30,Dr. Reddy's,DRREDDY.NS,NSE,611.17626953125,-0.022660850105917674,-0.022921553200893705,,1468825
2015-01-05 00:00:00+05:30,Sun Pharma,SUNPHARMA.NS,NSE,762.0242309570312,0.0006053319219341269,0.0006051487824693198,,792287
2015-01-06 00:00:00+05:30,Biocon,BIOCON.NS,NSE,66.6149673461914,-0.03388853426047911,-0.03447606246210618,,2587974
2015-01-06 00:00:00+05:30,Dr. Reddy's,DRREDDY.NS,NSE,595.0931396484375,-0.026315043113744663,-0.026667480550625306,,1956675
2015-01-06 00:00:00+05:30,Sun Pharma,SUNPHARMA.NS,NSE,745.2491455078125,-0.02201384781183513,-0.022259768364368625,,1709888
2015-01-07 00:00:00+05:30,Biocon,BIOCON.NS,NSE,64.93675231933594,-0.025192762133079638,-0.025515532282327173,,4228686
2015-01-07 00:00:00+05:30,Dr. Reddy's,DRREDDY.NS,NSE,589.9780883789062,-0.00859537932592036,-0.008632532649938546,,1597185
2015-01-07 00:00:00+05:30,Sun Pharma,SUNPHARMA.NS,NSE,746.4013061523438,0.0015460073338913194,0.001544813494850644,,1730518
2015-01-08 00:00:00+05:30,Biocon,BIOCON.NS,NSE,65.95652770996094,0.01570413293245876,0.015582099003438757,,3145614
2015-01-08 00:00:00+05:30,Dr. Reddy's,DRREDDY.NS,NSE,595.2387084960938,0.008916636432451552,0.00887711797059321,,1394180
2015-01-08 00:00:00+05:30,Sun Pharma,SUNPHARMA.NS,NSE,754.696533203125,0.011113628797814856,0.01105232620330177,,943536
2015-01-09 00:00:00+05:30,Biocon,BIOCON.NS,NSE,66.79965209960938,0.012783031777476417,0.012702018493214997,,3810000
2015-01-09 00:00:00+05:30,Dr. Reddy's,DRREDDY.NS,NSE,614.1656494140625,0.031797227982348186,0.031302163240531644,,2968190
2015-01-09 00:00:00+05:30,Sun Pharma,SUNPHARMA.NS,NSE,765.0657348632812,0.013739564452676989,0.0136460323897444,,1766875
2015-01-12 00:00:00+05:30,Biocon,BIOCON.NS,NSE,67.49824523925781,0.010458035598848836,0.010403728645772662,,2729310
2015-01-12 00:00:00+05:30,Dr. Reddy's,DRREDDY.NS,NSE,622.600341796875,0.013733578865668505,0.013640127910044408,,1671110
2015-01-12 00:00:00+05:30,Sun Pharma,SUNPHARMA.NS,NSE,769.90478515625,0.006325012443320954,0.0063050934997057025,,1188646
2015-01-13 00:00:00+05:30,Biocon,BIOCON.NS,NSE,68.55817413330078,0.01570305850597875,0.015581041188457559,,5188932
2015-01-13 00:00:00+05:30,Dr. Reddy's,DRREDDY.NS,NSE,625.7257080078125,0.005019859452562114,0.005007301965115551,,2453370
