Company,Exchange,Drug_Name,FDA_Scientific_Name,Date,Classification,Day_-5_Simple,Day_-5_Log,Day_-4_Simple,Day_-4_Log,Day_-3_Simple,Day_-3_Log,Day_-2_Simple,Day_-2_Log,Day_-1_Simple,Day_-1_Log,Day_0_Simple,Day_0_Log,Day_1_Simple,Day_1_Log,Day_2_Simple,Day_2_Log,Day_3_Simple,Day_3_Log,Day_4_Simple,Day_4_Log,Day_5_Simple,Day_5_Log,Cumulative_Simple_-5_to_-1,Cumulative_Log_-5_to_-1,Cumulative_Simple_+1_to_+5,Cumulative_Log_+1_to_+5
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2019-06-04,Bad,-0.0260736811728989,-0.0264196262225147,-0.0070260400221193,-0.0070508388680387,-0.0070260400221193,-0.0070508388680387,0.0169574104096914,0.0168152385196088,0.0169574104096914,0.0168152385196088,-0.0135557110931976,-0.0136484285994028,-0.0135557110931976,-0.0136484285994028,-0.0170254113401394,-0.0171720099729124,-0.0121241591033515,-0.0121982562396973,-0.0121241591033515,-0.0121982562396973,,,-0.006210940397754695,-0.006890826919374503,-0.05482944064004,-0.0552169510517098
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2020-01-22,Bad,0.0123594720988606,0.0122837173771394,0.0123594720988606,0.0122837173771394,-0.0113284681529945,-0.0113931240133591,-0.0113284681529945,-0.0113931240133591,-0.0045613031305161,-0.0045717376156303,-0.0024584978541145,-0.0024615249223421,0.0079540980171284,0.0079226309308849,-0.0045569599083403,-0.0045673745014431,-0.0045569599083403,-0.0045673745014431,0.0013399983720727,0.0013391013754807,0.0013399983720727,0.0013391013754807,-0.0024992952387839,-0.002790550888069698,0.001520174944593201,0.0014660846789601011
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2020-08-10,Bad,-0.0001890538318308,-0.0001890717047592,0.0064289239603589,0.0064083465752565,-0.0118364262940261,-0.0119070345067372,-0.0118364262940261,-0.0119070345067372,0.0340334780790625,0.0334671528145837,0.0340334780790625,0.0334671528145837,-0.0051482437754166,-0.0051615416424777,-0.0164496182983526,-0.0165864155188178,-0.0213285792228657,-0.0215593201853359,0.0202572409086696,0.0200547924691538,0.0202572409086696,0.0200547924691538,0.0166004956195384,0.0158723586716066,-0.0024119594792956917,-0.0031976924083238004
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2020-09-23,Bad,0.0221678180396205,0.0219256838194819,0.0221678180396205,0.0219256838194819,-0.0376419752002414,-0.0383687304019308,-0.0376419752002414,-0.0383687304019308,0.0103244642019268,0.0102715309479703,-0.0116929741428769,-0.011761874592461,-0.034002753130531,-0.034594294805286,0.0079250895838278,0.0078938509985547,0.0079250895838278,0.0078938509985547,0.0417644818606315,0.0409158926978895,0.0417644818606315,0.0409158926978895,-0.020623850119315,-0.022614562216927495,0.06537638975838761,0.06302519258760239
Sun Pharma,NSE,Diabetes Drug From The American Market,Diabetes Drug From The American Market,2020-10-11,Bad,-0.0039188064005697,-0.0039265050419443,-0.0178486298241452,-0.0180098377248278,0.0241327202598393,0.0238461278474631,-0.0213696961729892,-0.0216013340962344,-0.0213696961729892,-0.0216013340962344,0.0019497508115713,0.001947852514528,0.0019497508115713,0.001947852514528,-0.0209185340743143,-0.0211404265064325,-0.0018880924422526,-0.0018898771355856,-0.0236958712478257,-0.0239811337804774,-0.0069344572409545,-0.0069586123225913,-0.040374108310854,-0.0412928831117778,-0.051487204193775796,-0.0520221972305588
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2021-02-07,Bad,0.03270357266112,0.0321801912235839,0.0324062039593229,0.0318921981035871,0.0036554333956684,0.0036487685360423,0.0051467193086496,0.0051335202174696,0.0051467193086496,0.0051335202174696,-0.0001577491165341,-0.0001577615602346,-0.0001577491165341,-0.0001577615602346,-0.0088213694459601,-0.0088605080662329,0.005612512099278,0.0055968206382107,0.0263913142602625,0.026049071949367,-0.0256349189851591,-0.0259692190655637,0.0790586486334105,0.0779881982981525,-0.0026102111881127973,-0.0033415961044534967
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2021-03-14,Bad,-0.0035782633841859,-0.0035846806817033,0.0218739768722691,0.0216381738770659,0.0218739768722691,0.0216381738770659,-0.0198084666903127,-0.0200072842611068,-0.0198084666903127,-0.0200072842611068,-0.013200747849248,-0.013288652180129,-0.013200747849248,-0.013288652180129,-0.0052848979406301,-0.0052989124122604,-0.0291383322377906,-0.029571284524372,-0.0174433427762039,-0.0175972705158198,0.0065269039760342,0.0065056959700051,0.0005527569797268983,-0.00032290144978510543,-0.05854041682783839,-0.059250423662576095
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2021-04-25,Bad,0.0070239968908205,0.0069994435327521,0.0070239968908205,0.0069994435327521,-0.0080601302684224,-0.0080927887243811,-0.0031254237436628,-0.0031303180810309,-0.0031254237436628,-0.0031303180810309,-0.0050942748954984,-0.0051072949511719,-0.0050942748954984,-0.0051072949511719,0.0071687440950589,0.0071431707953345,0.0064919098799003,0.006470928191486,0.0017096518934853,0.0017081921022733,0.0154384047469446,0.0153204450996869,-0.00026298397410699954,-0.0003545378209386992,0.0257144357198907,0.0255354412376088
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2021-11-07,Bad,0.004434667208965,0.0044248630471147,-0.033664362306837,-0.0342440540886304,0.0095181988930581,0.0094731862388271,0.0095181988930581,0.0094731862388271,0.0095181988930581,0.0094731862388271,0.0057201036431269,0.0057038059703327,0.0057201036431269,0.0057038059703327,0.0016875094671704,0.0016860872228785,0.0121667896828783,0.0120933692248812,-0.0200342566500449,-0.0202376636938384,0.0146567358315514,0.0145503639952126,-0.000675098418697697,-0.0013996323250343966,0.014196881974682099,0.0137959627194666
Sun Pharma,NSE,Drug In Us Market,Drug In Us Market,2021-11-21,Bad,-0.0151104284514809,-0.0152257541978818,-0.0088922820438663,-0.0089320543370225,-0.000884495062526,-0.0008848864590931,-0.000884495062526,-0.0008848864590931,-0.000884495062526,-0.0008848864590931,-0.025169223538383,-0.0254913856514913,-0.025169223538383,-0.0254913856514913,0.0187480645962339,0.0185744857882929,-0.0079596803405971,-0.007991527705296,0.0050707696183245,0.0050579565625123,-0.0199258858600688,-0.0201270835036729,-0.026656195682925203,-0.0268124679121836,-0.0292359555244905,-0.029977554509655
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2022-02-27,Bad,0.0023106728700017,0.0023080073707205,-0.0065617420057934,-0.0065833648759029,-0.0261826240730314,-0.0265314919680329,0.0162539696824746,0.0161232880788711,0.0162539696824746,0.0161232880788711,0.0148519430648348,0.0147427329522071,0.0148519430648348,0.0147427329522071,0.0148519430648348,0.0147427329522071,-0.0272544200854599,-0.0276327110347213,0.0,0.0,0.0106590435515838,0.0106026364235271,0.0020742461561261034,0.0014397266845268993,0.013108509595793499,0.012455391293219998
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2022-04-24,Bad,-0.0059298381898845,-0.0059474894945419,0.0016267824602078,0.0016254606829233,0.0223064991078152,0.0220613480997756,-0.0204427009162049,-0.0206545450095773,-0.0204427009162049,-0.0206545450095773,-0.0268165447149205,-0.0271826685408695,-0.0268165447149205,-0.0271826685408695,0.0200554605371692,0.0198569988936737,-0.0130166200053333,-0.0131020786016101,0.0164440450193741,0.0163103058612262,0.0083062832683624,0.0082719759441429,-0.022881958454271302,-0.023569770730997603,0.0049726241046519,0.004154533556563204
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2022-07-24,Bad,-0.0084958767919678,-0.008532172475177,-0.0089110303694893,-0.008950971052746,0.0024782825051641,0.0024752166274391,0.0055769950025479,0.0055615011453351,0.0055769950025479,0.0055615011453351,-0.0070325948000931,-0.0070574400478003,-0.0070325948000931,-0.0070574400478003,-0.0008061418673187,-0.0008064669744072,0.0303694102859437,0.0299173887047853,0.0009507154096433,0.0009502637659819,0.0540313692439595,0.0526222117673315,-0.0037746346511972,-0.003884924609813701,0.0775127582721347,0.0756259572158912
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2022-08-14,Bad,,,0.0102153259321176,0.010163502122754,0.0014678341610636,0.00146675794551,-0.008251481922892,-0.0082857138392722,-0.008251481922892,-0.0082857138392722,-0.008251481922892,-0.0082857138392722,0.0012591499402347,0.0012583578757643,0.0012591499402347,0.0012583578757643,0.0067788506312544,0.0067559775340039,-0.0043984471815572,-0.004408148808877,-0.0135705408162254,-0.0136634622253937,-0.004819803752602802,-0.004941167610280402,-0.0086718374860588,-0.0087989177487382
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2022-12-08,Bad,,,-0.0005769882302014,-0.0005771547519675,-0.0005769882302014,-0.0005771547519675,-0.0056282331113406,-0.0056441312958398,-0.0152872027817686,-0.0154052567549112,-0.0363055287651136,-0.0369809731602517,0.0122858840923576,0.0122110251337196,0.0122858840923576,0.0122110251337196,-0.0054891881487816,-0.0055043091019387,-0.0054891881487816,-0.0055043091019387,0.0073424700636988,0.0073156453567561,-0.022069412353512,-0.022203697554686,0.020935861950850797,0.0207290774203179
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2022-12-17,Bad,-0.0054891881487816,-0.0055043091019387,0.0073424700636988,0.0073156453567561,0.0056301888051262,0.005614398532555,0.0019494658005083,0.0019475680580437,-0.0085312390211039,-0.0085678383477887,-0.0085312390211039,-0.0085678383477887,-0.0057364737110752,-0.0057529904719922,-0.0057364737110752,-0.0057529904719922,0.0004048609520483,0.000404779017967,0.017453476681944,0.0173029141265688,0.0050217727845285,0.0050092057385854,0.0009016974994478007,0.0008054644976273999,0.0114071629963704,0.0112109179391368
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2023-04-24,Bad,-0.0092555152387657,-0.0092986136581147,-0.0077850773799249,-0.0078155392967461,0.0017211743085387,0.0017196947854733,0.0017211743085387,0.0017196947854733,-0.0104098467819725,-0.0104644082180888,-0.0104098467819725,-0.0104644082180888,-0.0067915834230505,-0.0068147511825115,-0.001285356441572,-0.0012861832207094,0.0076705607073017,0.0076412915352096,0.009144687396817,0.0091031279165184,0.009144687396817,0.0091031279165184,-0.0240080907835857,-0.024139171602003004,0.0178829956363132,0.0177466129650255
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2023-05-08,Bad,-0.0097118053336534,-0.009759272492969,0.0107929327363014,0.010735104754691,-0.0036446985341542,-0.0036513566306161,-0.0036446985341542,-0.0036513566306161,-0.0088619921296578,-0.0089014931267586,-0.0088619921296578,-0.0089014931267586,-0.0045744662776827,-0.0045849611664526,-0.0038121907631488,-0.0038194756825849,0.0076011779252538,0.0075724345361804,-0.0052546665222414,-0.0052685208368856,-0.0052546665222414,-0.0052685208368856,-0.0150702617953182,-0.0152283741262688,-0.011294812160060501,-0.011369043986628302
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2023-07-30,Bad,-0.004861707292935,-0.0048735638361407,0.0154786322400877,0.0153600602020428,0.0206383745611342,0.020428288941983,0.0067201610877822,0.0066976814602067,0.0067201610877822,0.0066976814602067,0.0042597206812844,0.0042506737536337,0.0042597206812844,0.0042506737536337,4.381243407758362e-05,4.381147434092588e-05,-0.0071713355303817,-0.0071971731579957,0.005064965183497,0.0050521813954656,-0.001796710859958,-0.0017983268808868,0.0446956216838513,0.0443101482282985,0.0004004519085192835,0.00035116658455772555
Sun Pharma,NSE,Sun Pharma Seeks Recall Of Unapproved Phenobarbital Following,Sun Pharma Seeks Recall Of Unapproved Phenobarbital Following,2023-08-21,Bad,0.0082872906984836,0.0082531396549425,0.0010056178517385,0.001005112556834,-0.0086478559358823,-0.008685465627808,-0.0086478559358823,-0.008685465627808,0.0022027568030968,0.0022003342911476,0.0022027568030968,0.0022003342911476,0.0001319120781408,0.0001319033785077,-0.012175288575615,-0.0122500145612859,-0.004805514975848,-0.0048170985879866,-0.0107305370904144,-0.0107885245006545,-0.0107305370904144,-0.0107885245006545,-0.0058000465184457,-0.005912344752691901,-0.038309965654151,-0.038512258772073794
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2023-10-19,Bad,,,-0.0087313433159806,-0.0087696848391833,-0.0087313433159806,-0.0087696848391833,0.0013212322025906,0.001320360143368,0.0146022922606023,0.014496705423085,-0.0103172313422854,-0.0103708229032683,0.0006131970992542,0.0006130091707338,0.0006131970992542,0.0006130091707338,-0.0172912252932939,-0.0174424644720739,-0.0172912252932939,-0.0174424644720739,-0.0172912252932939,-0.0174424644720739,-0.0015391621687683016,-0.0017223041119136008,-0.05064728168137329,-0.051101375074754096
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2023-12-04,Bad,0.0091073236822238,0.0090661020997301,0.0196722684470491,0.0194812702224565,0.004405173325551,0.0043954989506636,0.004405173325551,0.0043954989506636,-8.127184685680078e-05,-8.127514959229402e-05,-8.127184685680078e-05,-8.127514959229402e-05,0.0068228464945865,0.00679967620927,0.0006454201493633,0.0006452119553556,-0.000846442281626,-0.0008468007161711,-0.0028242322881657,-0.0028282279570792,-0.0028242322881657,-0.0028282279570792,0.0375086669335181,0.037257095073921505,0.0009733597859924005,0.0009416315342960996
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2023-12-17,Bad,-0.0188496039024773,-0.0190295221994798,0.0123973854197358,0.0123211671289344,-0.0014597911755668,-0.0014608577087751,0.0036140779739921,0.0036075628868279,0.0036140779739921,0.0036075628868279,0.0137567484104079,0.0136629833036596,0.0137567484104079,0.0136629833036596,-0.0062262421600182,-0.0062457060390103,-0.0102815299202485,-0.0103347499521737,0.0010956119128728,0.0010950121681594,0.0082286544899294,0.0081949836966814,-0.0006838537103241015,-0.0009540870056647006,0.006573242732943399,0.006372523177316398
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2024-02-25,Bad,0.0056204871433518,0.0056047511406208,0.0030545592184132,0.0030499035307103,0.0094920636395188,0.0094472970652792,0.0020537884896931,0.0020516823493311,0.0020537884896931,0.0020516823493311,-0.0027542530210885,-0.0027580529548638,-0.0027542530210885,-0.0027580529548638,0.0165709211322688,0.0164351215809054,-0.0056231311967892,-0.0056390005171583,0.002605056106756,0.0026016688295193,-0.0118507943376118,-0.0119215747594097,0.02227468698067,0.0222053164352725,-0.0010522013164647008,-0.0012818378210071
Sun Pharma,NSE,Medication In Us,Medication In Us,2024-03-09,Bad,-0.0045855818456363,-0.004596127878215,0.0142387582725489,0.0141383392594583,0.0189302949259533,0.0187533465288545,0.0010598551541562,0.0010592939042098,0.0010598551541562,0.0010592939042098,0.0010598551541562,0.0010592939042098,-0.0075356021503811,-0.007564138248441,-0.0075356021503811,-0.007564138248441,-0.0058358328607293,-0.005852927874861,-0.0162217380714505,-0.0163547508921078,0.0074425449015038,0.0074149858195291,0.030703181661178303,0.0304141457185174,-0.0296862303314382,-0.0299209694443217
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2024-05-19,Bad,0.0132453734032598,0.0131584204198876,-0.0115515010688354,-0.0116187379501104,0.0058269834155086,0.0058100722100543,-0.0031895047240777,-0.0031946020357557,-0.0031895047240777,-0.0031946020357557,-0.0031895047240777,-0.0031946020357557,0.0062360611957896,0.0062166974269064,0.0062360611957896,0.0062166974269064,-0.0010707350910426,-0.0010713087373789,-0.0287143982790134,-0.0291347224034954,-0.0056183834505162,-0.0056342259341127,0.0011418463017776005,0.0009605506083200984,-0.022931394428993,-0.023406862221174198
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2024-05-30,Bad,,,-0.0138897491341821,-0.0139871143365445,-0.0138897491341821,-0.0139871143365445,-0.0007844093416206,-0.0007847171516047,0.0095909921235926,0.0095452905419424,-0.0134216470808082,-0.0135125315146419,0.0004797997852421,0.0004796847181298,0.0004797997852421,0.0004796847181298,-0.0046239018751649,-0.0046346251778755,-0.0046239018751649,-0.0046346251778755,-0.0159664313735897,-0.0160952680540345,-0.018972915486392197,-0.019213655282751305,-0.0242546355534353,-0.0244051489735259
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2024-06-20,Bad,,,,,0.0032651525114353,0.0032598334761365,0.0032651525114353,0.0032598334761365,-0.0111443622984358,-0.0112069259596224,-0.0219414719855624,-0.0221857661423966,-0.0025493223289546,-0.0025525773844237,-0.0025493223289546,-0.0025525773844237,0.0185721980425683,0.0184018408121176,0.0185721980425683,0.0184018408121176,0.0071595928653009,0.0071340846601795,-0.0046140572755652,-0.0046872590073494,0.0392053442925283,0.03883261151556731
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2024-07-04,Bad,,,-0.0004931522702721,-0.0004932739098458,-0.0004931522702721,-0.0004932739098458,0.0025985392628402,0.0025951688971125,0.0064958120600409,0.0064748051949054,0.0156133893697449,0.0154927544654452,0.0067396990480688,0.0067170888103843,0.0067396990480688,0.0067170888103843,-0.0076510606915901,-0.0076804802128743,-0.0076510606915901,-0.0076804802128743,0.0186327417868374,0.0184612788618722,0.0081080467823369,0.0080834262723263,0.0168100184997948,0.016534496056892202
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2025-02-17,Bad,-0.0034710831337163,-0.0034771213195227,0.0309944889158308,0.0305238596430686,-0.026254772370883,-0.0266055828319187,-0.026254772370883,-0.0266055828319187,0.008056442197285,0.0080241623248961,0.008056442197285,0.0080241623248961,-0.007350329732448,-0.0073774765130307,-0.0146920515675693,-0.0148010486686571,-0.0043540215037017,-0.0043635278592822,-0.0153058267335718,-0.0154241700136564,-0.0153058267335718,-0.0154241700136564,-0.016929696762366504,-0.018140265015395403,-0.057008056270862605,-0.057390393068282794
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2025-03-17,Bad,0.0130187605164531,0.0129347448546362,0.0039359658023074,0.0039282401541983,0.0039359658023074,0.0039282401541983,0.0039359658023074,0.0039282401541983,0.0123852958050352,0.0123092254871839,0.0123852958050352,0.0123092254871839,0.0,0.0,0.0164583222098997,0.0163243519765301,0.0103328081008717,0.0102797895468522,0.01956860413726,0.0193796007127167,0.01956860413726,0.0193796007127167,0.037211953728410505,0.037028690804414996,0.0659283385852914,0.0653633429488157
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2025-04-13,Bad,0.0132025327154663,0.013116138861432,-0.0214114992452622,-0.0216440509066201,-0.0214114992452622,-0.0216440509066201,0.0213957867709462,0.0211701102678824,0.0213957867709462,0.0211701102678824,0.0213957867709462,0.0211701102678824,0.0103404073328416,0.0102873110321789,0.0103404073328416,0.0102873110321789,-0.0069794761093822,-0.0070039465799443,0.0344929355535772,0.0339113893290828,0.0344929355535772,0.0339113893290828,0.013171107766834299,0.0121682575839566,0.0826872096634554,0.0813934541425791
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2025-04-28,Bad,0.0236923396525334,0.0234160319152322,0.0084413899438373,0.0084059606537539,-0.0091468140234038,-0.0091889029766014,-0.0091468140234038,-0.0091889029766014,0.0303233329032579,0.0298726684204578,0.0303233329032579,0.0298726684204578,-0.0196025267994282,-0.019797204646299,0.014843583968582,0.0147344961539864,0.014843583968582,0.0147344961539864,-0.0042024060900398,-0.0042112610152142,-0.0042024060900398,-0.0042112610152142,0.044163434452821004,0.0433168550362411,0.0016798289576562004,0.0012492656312454008
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2025-06-03,Bad,0.0200432018587779,0.0198449811627498,-0.0130603814058488,-0.0131464181230139,-0.0130603814058488,-0.0131464181230139,-0.0017883153275326,-0.0017899162723354,-0.0017883153275326,-0.0017899162723354,-0.0042397920854874,-0.0042488054896128,-0.0015591971996292,-0.0015604140125816,0.0109315717666274,0.0108722540351538,-0.0023171547749367,-0.0023198435323767,-0.0023171547749367,-0.0023198435323767,,,-0.009654191607984901,-0.010027687627948798,0.0047380650171247995,0.004672152957818799
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2025-06-14,Bad,0.0090519406789006,0.0090112174290154,-0.0033049555106035,-0.0033104289390192,0.0010657571277583,0.0010651896118176,-0.001892791007562,-0.0018945846000823,0.0002371201378215,0.0002370920292849,0.0002371201378215,0.0002370920292849,-0.0014812322941293,-0.0014823304031876,-0.0014812322941293,-0.0014823304031876,-0.0208272410956434,-0.0210471873574196,-0.0013331519480769,-0.0013340413857268,-0.0002427148390472,-0.0002427442990608,0.0051570714263149,0.0051084855310164,-0.0253655724710261,-0.0255886338485824
Biocon,NSE,Unknown Drug,Unknown Drug,2017-05-10,Bad,-0.0178131609176656,-0.0179737248942406,-0.0178131609176656,-0.0179737248942406,0.0162068770216297,0.0160769475445089,0.0162068770216297,0.0160769475445089,-0.0069774374460932,-0.0070018935899534,-0.0398164523471757,-0.040630817324088,-0.0037336740343698,-0.0037406615935352,-0.0190875759157026,-0.0192720954870875,-0.0190875759157026,-0.0192720954870875,0.0305128883498804,0.0300566281599094,0.0305128883498804,0.0300566281599094,-0.010190005238165004,-0.010795448289416802,0.019116950833985798,0.017828403752108604
Biocon,NSE,Unknown Drug,Unknown Drug,2017-08-08,Bad,-0.0247170482959947,-0.0250276432102571,-0.0476191773241839,-0.0487903003598344,-0.0476191773241839,-0.0487903003598344,-0.0077030163539055,-0.0077328378266193,-0.0077030163539055,-0.0077328378266193,-0.0121383428186835,-0.0122126141342516,-0.0312900978700789,-0.0317900905209848,-0.023303829612154,-0.0235796575071657,0.0285412214741971,0.0281415085242506,0.0285412214741971,0.0281415085242506,,,-0.1353614356521735,-0.13807391958316448,0.0024885154661613007,0.0009132690203507085
